note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,0,0.7999999999999999,95,3,0.54965,0.52487,0.56194,0.60458,0.57428,0.0,0.0,0.0,0.0,0.019748417658131498,0.54965,0.52487,0.56194,0.60458,0.6730220882906575
action = 4,4,1,-0.20000000000000007,96,3,0.5061,0.51244,0.54322,0.59253,0.56208,0.03162277660168379,0.02345207879911715,0.009486832980505138,0.0,0.03361547262794322,0.664213883008419,0.6297003939955857,0.5906541649025258,0.59253,0.7301573631397161
action = 3,3,1,-0.20000000000000007,97,3,0.51863,0.51868,0.53721,0.58047,0.58024,0.03178049716414141,0.011832159566199232,0.028982753492378877,0.06387487769068526,0.043243496620879306,0.677532485820707,0.5778407978309962,0.6821237674618943,0.8998443884534263,0.7964574831043965
action = 0,0,1,-0.20000000000000007,98,3,0.53111,0.50624,0.54965,0.60983,0.59849,0.06442049363362563,0.04012480529547776,0.02683281572999748,0.0170293863659264,0.030331501776206204,0.8532124681681281,0.7068640264773889,0.6838140786499873,0.6949769318296319,0.750147508881031
action = 3,3,0,0.7999999999999999,99,3,0.58643,0.53111,0.56199,0.61501,0.6044,0.0478539444560216,0.04207136793592526,0.0,0.057619441163551735,0.05839520528262573,0.825699722280108,0.7414668396796262,0.56199,0.9031072058177586,0.8963760264131286
action = 4,4,0,0.7999999999999999,100,3,0.5801,0.53097,0.5495,0.62228,0.59057,0.034351128074635334,0.03146426544510455,0.0,0.0,0.05263078946776307,0.7518556403731766,0.6882913272255228,0.5495,0.62228,0.8537239473388154
action = 4,4,1,-0.20000000000000007,101,3,0.56218,0.5436,0.53726,0.61632,0.58601,0.059916608715780965,0.0,0.0,0.0,0.0697137002317335,0.8617630435789048,0.5436,0.53726,0.61632,0.9345785011586676
action = 3,3,1,-0.20000000000000007,102,3,0.58024,0.52478,0.53102,0.59229,0.62196,0.0,0.02,0.03361547262794322,0.06715653356152326,0.0,0.58024,0.62478,0.6990973631397162,0.9280726678076163,0.62196
action = 4,4,1,-0.20000000000000007,103,3,0.56763,0.51244,0.53721,0.62703,0.58588,0.03794733192202055,0.024083189157584593,0.028809720581775868,0.0,0.06782329983125268,0.7573666596101027,0.6328559457879229,0.6812586029088793,0.62703,0.9249964991562634
action = 3,3,1,-0.20000000000000007,104,3,0.58033,0.51244,0.54969,0.60403,0.6165,0.0,0.044497190922573975,0.016431676725154984,0.03847076812334269,0.0,0.58033,0.7349259546128699,0.6318483836257749,0.7963838406167134,0.6165
action = 2,2,1,-0.20000000000000007,105,3,0.53111,0.5434,0.56199,0.62157,0.60458,0.0396232255123179,0.0,0.054589376255824724,0.0,0.04415880433163923,0.7292261275615894,0.5434,0.8349368812791236,0.62157,0.8253740216581962
